dataset,split,scene_id,sequence_id,frame_id,frame_uid,gt_id,object_id,rgb_path,image_width,image_height,gt_tx_m,gt_ty_m,gt_tz_m,gt_tx,gt_ty,gt_tz,visibility_fraction,invisible_fraction,occlusion_ratio,truncation_ratio,px_count_all,px_count_valid,px_count_visib,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area_ratio,visible_area_ratio,translation_delta,rotation_delta_deg,translation_velocity,rotation_velocity_deg,linear_velocity,angular_velocity_deg_s,frame_id_delta,nearest_reference_rotation_deg,nearest_reference_translation,nearest_reference_angle,nearest_reference_id,reference_angle_min,reference_angle_mean,sharpness_proxy,sharpness_score,blur_proxy,num_visible_objects,num_instances,bbox_overlap_count,max_bbox_iou,num_overlapping_objects,max_bbox_overlap,mean_bbox_overlap,attribute_source
ycbv,test,48,000048,47,000048/000047,0,1,test/000048/rgb/000047.png,640,480,-0.024395090683468214,-0.0217839608575191,0.8650794295130081,-0.024395090683468214,-0.0217839608575191,0.8650794295130081,0.9358348806079709,0.06416511939202907,nan,nan,23159,21000,21673,216,124,130,190,0.08125,0.07055013020833334,0.02442653280007596,1.1317810049236277,nan,nan,nan,nan,11,nan,nan,nan,,nan,nan,3004.501470975932,3004.501470975932,3004.501470975932,5,5,3,0.0921374907119465,3,0.0921374907119465,0.047942380782047996,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,47,000048/000047,1,6,test/000048/rgb/000047.png,640,480,0.025357235475837868,0.05266179328072182,0.809873745451658,0.025357235475837868,0.05266179328072182,0.809873745451658,1.0,0.0,nan,nan,7260,4759,7260,289,275,112,73,0.026614583333333334,0.0236328125,0.022834484529447377,1.1319352746711915,nan,nan,nan,nan,11,nan,nan,nan,,nan,nan,3035.037357076928,3035.037357076928,3035.037357076928,5,5,3,0.13207386966673743,3,0.13207386966673743,0.06610855368130038,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,47,000048/000047,2,14,test/000048/rgb/000047.png,640,480,-0.014412173387618193,-0.11698979989756661,0.84876946639409,-0.014412173387618193,-0.11698979989756661,0.84876946639409,0.9978556701030927,0.002144329896907271,nan,nan,12125,10929,12099,222,40,135,111,0.048779296875,0.039384765625,0.024440928877347015,1.1312285819189332,nan,nan,nan,nan,11,nan,nan,nan,,nan,nan,1836.7931168134346,1836.7931168134346,1836.7931168134346,5,5,2,0.0921374907119465,2,0.0921374907119465,0.02821808970802169,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,47,000048/000047,3,19,test/000048/rgb/000047.png,640,480,0.059497487659515395,-0.01594098944414179,0.8609665492937946,0.059497487659515395,-0.01594098944414179,0.8609665492937946,0.9878194095061565,0.012180590493843457,nan,nan,7553,5084,7461,340,111,86,215,0.06018880208333333,0.024287109375,0.0238689560325087,1.133646477131489,nan,nan,nan,nan,11,nan,nan,nan,,nan,nan,2771.2030734847513,2771.2030734847513,2771.2030734847513,5,5,4,0.13207386966673743,4,0.13207386966673743,0.04637715893386675,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,47,000048/000047,4,20,test/000048/rgb/000047.png,640,480,-0.02098345446536491,0.08555142809136695,0.6844252367092936,-0.02098345446536491,0.08555142809136695,0.6844252367092936,0.9995975531229878,0.00040244687701218584,nan,nan,24848,15756,24838,97,322,350,124,0.14127604166666666,0.08085286458333334,0.020713873371870615,1.1314566358923817,nan,nan,nan,nan,11,nan,nan,nan,,nan,nan,629.6620253431709,629.6620253431709,629.6620253431709,5,5,2,0.05983889528193326,2,0.05983889528193326,0.01635705264770198,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,83,000048/000083,0,1,test/000048/rgb/000083.png,640,480,-0.003182798020397842,-0.01400835493497242,0.8738116262427217,-0.003182798020397842,-0.01400835493497242,0.8738116262427217,0.9406132803882639,0.05938671961173614,nan,nan,22665,19893,21319,244,135,127,187,0.078134765625,0.06939778645833333,0.024221326702162968,1.889702178418608,nan,nan,nan,nan,36,nan,nan,nan,,nan,nan,3444.1228059750474,3444.1228059750474,3444.1228059750474,5,5,3,0.09304511278195489,3,0.09304511278195489,0.04652854125820018,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,83,000048/000083,1,6,test/000048/rgb/000083.png,640,480,0.044345559041277,0.06013133053644625,0.8162833963297118,0.044345559041277,0.06013133053644625,0.8162833963297118,0.999438832772166,0.0005611672278339475,nan,nan,7128,4491,7124,315,285,111,71,0.025654296875,0.023190104166666666,0.021387707755133604,1.8897946122931735,nan,nan,nan,nan,36,nan,nan,nan,,nan,nan,3532.438399481408,3532.438399481408,3532.438399481408,5,5,3,0.13472460705322942,3,0.13472460705322942,0.06671714357114873,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,83,000048/000083,2,14,test/000048/rgb/000083.png,640,480,0.007005373381568211,-0.1093266555886105,0.8583053675688028,0.007005373381568211,-0.1093266555886105,0.8583053675688028,0.9979726305119108,0.0020273694880892368,nan,nan,11838,9909,11814,250,52,133,110,0.047623697916666666,0.03845703125,0.02466512723510792,1.8893712673531509,nan,nan,nan,nan,36,nan,nan,nan,,nan,nan,2013.8228077844865,2013.8228077844865,2013.8228077844865,5,5,2,0.09304511278195489,2,0.09304511278195489,0.028463889702441233,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,83,000048/000083,3,19,test/000048/rgb/000083.png,640,480,0.08050375242502995,-0.007627733393267646,0.8671132222035582,0.08050375242502995,-0.007627733393267646,0.8671132222035582,0.9838881491344873,0.0161118508655127,nan,nan,7510,5251,7389,366,123,84,213,0.0582421875,0.024052734375,0.023412709655781332,1.8908199619166564,nan,nan,nan,nan,36,nan,nan,nan,,nan,nan,2937.74843125585,2937.74843125585,2937.74843125585,5,5,4,0.13472460705322942,4,0.13472460705322942,0.04676508846721121,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,83,000048/000083,4,20,test/000048/rgb/000083.png,640,480,-0.005972908641135359,0.09122401864073694,0.6919137142738838,-0.005972908641135359,0.09122401864073694,0.6919137142738838,0.9982232139167803,0.001776786083219739,nan,nan,24201,15320,24158,123,330,346,120,0.13515625,0.07863932291666667,0.01770796616547108,1.889508018776549,nan,nan,nan,nan,36,nan,nan,nan,,nan,nan,783.3633757144119,783.3633757144119,783.3633757144119,5,5,2,0.06204450177362141,2,0.06204450177362141,0.017650053942081256,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,112,000048/000112,0,1,test/000048/rgb/000112.png,640,480,0.0074230950420631995,-0.024208037318315365,0.8788066953601489,0.0074230950420631995,-0.024208037318315365,0.8788066953601489,0.939858016698665,0.06014198330133502,nan,nan,22397,20236,21050,257,122,127,187,0.07772135416666667,0.06852213541666667,0.015539279386809114,1.4784855853729697,nan,nan,nan,nan,29,nan,nan,nan,,nan,nan,3285.1234284814022,3285.1234284814022,3285.1234284814022,5,5,3,0.098076370944588,3,0.098076370944588,0.0492801383682528,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,112,000048/000112,1,6,test/000048/rgb/000112.png,640,480,0.05392454489616582,0.05030051928831908,0.820916944720947,0.05392454489616582,0.05030051928831908,0.820916944720947,0.9988641204032372,0.0011358795967627566,nan,nan,7043,4349,7035,327,272,111,71,0.025654296875,0.022900390625,0.014486945519963209,1.4786036899288546,nan,nan,nan,nan,29,nan,nan,nan,,nan,nan,3452.809036598866,3452.809036598866,3452.809036598866,5,5,3,0.13099864634732108,3,0.13099864634732108,0.06643670939564458,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,112,000048/000112,2,14,test/000048/rgb/000112.png,640,480,0.01682039765317768,-0.11940906570753043,0.8621248702849944,0.01682039765317768,-0.11940906570753043,0.8621248702849944,0.9928394851248827,0.007160514875117263,nan,nan,11731,10683,11647,262,41,133,109,0.04719075520833333,0.03791341145833333,0.014580065029257476,1.4780627705454727,nan,nan,nan,nan,29,nan,nan,nan,,nan,nan,2402.2006712168713,2402.2006712168713,2402.2006712168713,5,5,2,0.098076370944588,2,0.098076370944588,0.029858791828398155,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,112,000048/000112,3,19,test/000048/rgb/000112.png,640,480,0.0909578870625636,-0.018115127756738986,0.8702141027958541,0.0909578870625636,-0.018115127756738986,0.8702141027958541,0.9781688277322043,0.02183117226779574,nan,nan,7558,5128,7393,378,110,85,212,0.05865885416666667,0.024065755208333334,0.015129105459422514,1.4799139477712524,nan,nan,nan,nan,29,nan,nan,nan,,nan,nan,2869.021878412758,2869.021878412758,2869.021878412758,5,5,4,0.13099864634732108,4,0.13099864634732108,0.04681624821873395,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,112,000048/000112,4,20,test/000048/rgb/000112.png,640,480,0.0008525459893978651,0.08284611660913978,0.6980728419733201,0.0008525459893978651,0.08284611660913978,0.6980728419733201,0.9965351136651737,0.0034648863348263337,nan,nan,23666,14994,23584,134,317,344,118,0.13213541666666667,0.07677083333333333,0.012438284744387807,1.4782373457638656,nan,nan,nan,nan,29,nan,nan,nan,,nan,nan,743.3823794594399,743.3823794594399,743.3823794594399,5,5,2,0.06330752188123807,2,0.06330752188123807,0.01765288971636104,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,1024,000048/001024,0,1,test/000048/rgb/001024.png,640,480,0.07141915012233496,-0.008855300323114646,1.0009610991395712,0.07141915012233496,-0.008855300323114646,1.0009610991395712,0.8873319339649401,0.11266806603505986,nan,nan,17627,15328,15641,334,154,112,165,0.06197916666666667,0.05091471354166666,0.13875481959840938,34.55084503669313,nan,nan,nan,nan,912,nan,nan,nan,,nan,nan,2307.2097255236563,2307.2097255236563,2307.2097255236563,5,5,4,0.1176391321924269,4,0.1176391321924269,0.0766462752075653,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
ycbv,test,48,000048,1024,000048/001024,1,6,test/000048/rgb/001024.png,640,480,0.0670196419622581,0.0727948380863339,0.9347868376282179,0.0670196419622581,0.0727948380863339,0.9347868376282179,0.9935562521769419,0.006443747823058121,nan,nan,5742,3714,5705,341,292,97,66,0.02083984375,0.018570963541666666,0.11680679969963412,34.55085434338436,nan,nan,nan,nan,912,nan,nan,nan,,nan,nan,2189.346586630021,2189.346586630021,2189.346586630021,5,5,3,0.1176391321924269,3,0.1176391321924269,0.03778855085950347,"{""clutter"": ""scene_gt_info_visible_bboxes"", ""motion"": ""delta_between_available_BOP_frames"", ""occlusion_truncation"": ""missing_not_separable_from_BOP_fields"", ""pose"": ""scene_gt.json"", ""reference_gap"": ""missing_no_reference_manifest"", ""sharpness_proxy"": ""RGB_crop_grayscale_laplacian_variance"", ""velocity"": ""missing_no_timestamp_or_fps"", ""visibility_scale_bbox"": ""scene_gt_info.json""}"
